display_name,party_type,tin_display,country_code,transaction_code,email,address_full,buyer_document,buyer_document_number,buyer_idtku,seller_display_name,seller_internal_party_id__do_not_edit,internal_party_id__do_not_edit
PT. Global Welindo Batam,buyer,713853125215000,IDN,4,,"KOMPLEK CITRA BUANA CENTRE PARK, K,1-2, KAMPUNG PELITA, LUBUK BAJA, KOTA BATAM, KEPULAUAN RIAU, 29433",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Antara Mitra Kreasindo,buyer,531666543408000,IDN,4,,"CLUSTER MAYFLOWER IX-B/D6 GALUH MAS RT.019 PUSEURJAYA, TELUKJAMBE TIMUR, KAB. KARAWANG JAWA BARAT",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Nayati Indonesia,buyer,15516040511000,IDN,4,,"KAWASAN INDUSTRI TERBOYO MEGAH JL. TERBOYO, 19, TERBOYO WETAN, GENUK, KOTA SEMARANG, JAWA TEGUH, 50112",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
Black & Veacth International Company,buyer,10673606053000,IDN,4,,"Cibis Nine Building 18th Floor Unit M, Jl. TB Simatupang No.2 Ciladang Timur, Pasar Minggu, Kota Adm. Jakarta Selatan, DKI Jakarta 12560",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Satu Legasi Inonesia,buyer,859301434024000,IDN,4,,"JALAN SURYOPRANOTO, 11F, PETOJO SELATAN, GAMBIR, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Santos Jaya Abadi,buyer,12031290092000,IDN,4,,"JALAN RAYA GILANG, 159, BRINGINBENDO, TAMAN, KAB.SIDOARJO, JAWA TIMUR, 61257",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Sarana Energi Investama,buyer,848756425043000,IDN,4,,"GREEN SEDAYU BIZPARK GS 9 A NO 21 JALAN CAKUNG CILINCING TIMUR RAYA KILOMETER 2, CAKUNG TIMUR, CAKUNG, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA. 13910",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Boemi Meraksa,buyer,21874805017000,IDN,4,,RUKO CINERE ONE COMMERCIAL PARK JL.PANGANDARAN KB NO.10 RT.007 RW.005 PANGKALAN JATI CINERE KOTA DEPOK JAWA BARAT,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Cisarua Mountain Dairy Tbk,buyer,24057648431000,IDN,4,,"KP Babakan Rawahaur, 101, Sentul, Babakan Madang, Kab. Bogor, Jawa Barat, 16863",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Jakarta International Container Terminal,buyer,18868398092000,IDN,4,,"JL. SULAWESI UJUNG NO.1, TANJUNG PRIOK, JAKARTA 14310",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Wahana Duta Jaya Rucika,buyer,10022119073000,IDN,4,,"GEDUNG ALIA LT.7 JL. M.I. RIDWAN RAIS NO.10-18, GAMBIR, JAKARTA PUSAT, DKI JAKARTA 10110",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
Klema Commercial Est (Kce),buyer,310578672600003,IDN,4,,2457 an Numan Ibn Khalaf Bani Malik - Jeddah 23232,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Nugraha Indah Citarasa Indonesia,buyer,21930037057000,IDN,4,,GEDUNG ARIOBIMO SENTRAL LANTAI 5 H.R. RASUNA SAID KAV 5 BLOK X-2 RT.010 RW.004 KUNINGAN TIMUR SETIABUDI JAKARTA SELATAN DKI JAKARTA 12950,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Total Abadi Solusindo,buyer,715733275012000,IDN,4,,"RUKO D'MANSION JATINEGARA INDAH, JALAN KRT RADJIMAN WIDYODININGRAT, KP PULO JAHE, A, 19, JATINEGARA, CAKUNG, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA, 13930",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Frisian Flag Indonesia,buyer,10001683092000,IDN,4,,"JL. RAYA BOGOR KM.5, GEDONG, PASAR REBO, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA, 13760",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Mitsui Kinzoku Catalysts Jakarta,buyer,314487463431000,IDN,4,,"JL. SURYA KENCANA KAV I-M1E, KAW INDUSTRI SURYA CIPTA, KUTAMEKAR, CIAMPEL, KAB. KARAWANG, JAWA BARAT, 41363",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Leap Networks Indonesia,buyer,317752475036000,IDN,4,,"JL. KESEHATAN RAYA, 12, BINTARO, PESANGGRAHAN, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA, 12330",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Multi Terminal Indonesia,buyer,21066204093000,IDN,4,,"JL. PULAU PAYUNG NO 1. TANJUNG PRIOK, JAKARTA",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Grasika Karya Prima,buyer,30711139606000,IDN,4,,"JL NGAGEL JAYA SELATAN RUKO RMI BLOK G NO 26, BARATAJAYA, GUBENG, KOTA SURABAYA, JAWA TIMUR",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Trikarya Abadi Prima,buyer,21004940007000,IDN,4,,JL. KAYU PUTIH II NO.7 R 3-4 GD. LINGGARJATI PULOGADUNG - PULO GADUNG JAKARTA TIMUR 13260,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
Samsung C&T Corporation (Engineering & Construction),buyer,10696862053000,IDN,4,,"INTERNATIONAL FINANCIAL CENTER TOWER 2 LT.19, JL. JEND. SUDIRMAN KAV. 22-23 KARET SETIABUDI JAKARTA SELATAN DKI JAKARTA",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Lab Beru,buyer,20681615212001,IDN,4,,"JL TUN SRI LANANG MUTIARA !SAMPING RUMAH KETUA RT 011), 10, PURNAMA, DUMAI BARAT, KOTA DUMAI, RIAU, 28826",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Taman Baru,buyer,33445776201000,IDN,4,,"JL BARITO NO 8A RT 002 RW 003 RIMBO KALUANG (PRS ATAS), PADANG BARAT, KOTA PADANG 25115",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Trisaka Selaras Indonesia,buyer,313293672009001,IDN,4,,JL. CONDET RAYA RC 5-6 NO. 27 RT 004 RW 001 GEDONG - PASAR REBO JAKARTA TIMUR,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
But Hyundai Engieering Co.; Ltd,buyer,28315190014000,IDN,4,,GD MENARA JAMSOSTEK MENARA UTARA LT.9 JL. GATOT SUBROTO KAV 38 RT.06 RW.01 KUNINGAN BARAT MAMPANG PRAPATAN JAKARTA SELATAN DKI JAKARTA 12790,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Papertech Indonesia,buyer,10711224052000,IDN,4,,"KP. CIPEUNDUEY BLOK TARIKOLOT RT.01 RW.01, CIPEUNDEUY, CIPEUNDEUY, KAB.SUBANG, JAWA BARAT, 41272",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Dielektrika Persada Teknik,buyer,314416215411000,IDN,4,,RUKO GOLDEN BOULEVARD E/28 JL PAHLAWAN SERIBU BSD CITY LENGKONG KARYA-SERPONG UTARA TANGERANG SELATAN,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Sarana Teknologi Utama,buyer,316170463034000,IDN,4,,"PLAZA DE LUMINA BLOK B NO.29 RT 000 RW 000, DURI KOSAMBI, CENGKARENG, JAKARTA BARAT, DKI JAKARTA RAYA",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Aza Nirwana,buyer,32948119404000,IDN,4,,"JLN PAHLAWAN NO.78, RT 002 RW 006 EMPANG BOGOR SELATAN KOTA BOGOR JAWA BARAT 16135",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Krakatau Chandra Energi,buyer,17548074051000,IDN,4,,"JL AMERIKA I KAWASAN INDUSTRI KRAKATAU SAMANG RAYA, CITANGKIL, KOTA CILEGON, BANTEN 42443",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Tri Telcon Utama,buyer,749753547015000,IDN,4,,"EIGHTYEIGHT KASABLANKA OFFICE TOWER A, LT.10, UNIT E JL. CASABLANCA KAV.88, MENTENG DALAM, TEBET, JAKARTA SELATAN 12870",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Maxxis International Indonesia,buyer,706716560413000,IDN,4,,"KAWASAN GREENLAND INTERNATIONAL INDUSTRIAL CENTER (GIIC) BLOK CG, 01, PASIRANJI, CIKARANG PUSAT, KAB.BEKASI, JAWA BARAT, 17531",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. . Tadjam Multitech,buyer,33398975643000,IDN,4,,JAYA MASPION PERMATA BLOK A4 NO. 54 GEDANGAN SIDOARJO,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Kapal Api Global,buyer,210584447028000,IDN,4,,JL. TAMAN JATIBARU BARAT NO.1-3 CIDENG GAMBIR,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Dnp Indonesia,buyer,10005940092000,IDN,4,,"KAWASAN INDUSTRI PULO GADUNG JATINEGARA JL PULO GADUNG KAV.II H.2 DAN II.H.3, 16-18, JATINEGARA, CAKUNG, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA, 13930",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Indopoly Swakarsa Industry Tbk,buyer,10710051054000,IDN,4,,"WISMA INDOCEMENT LT.6 JL. JEND. SUDIRMAN KAV 70-71, SETIABUDI, SETIABUDI, KOTA ADM.JAKARTA SELATAN, DKI JAKARTA",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Nusa Andalas Persada,buyer,760250860113000,IDN,4,,"KOMP BILAL PERMAI REGENCY JL BHAYANGKARA, A, 5, INDRA KASIH, MEDAN TEMBUNG, KOTA MEDAN, SUMATERA UTARA, 20221",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Gea Westfalia Separator Indonesia,buyer,20589354059000,IDN,4,,"PURI INDAH FINANCIAL TOWER LT.2 JL.PURI LINGKAR DALAM BLOK T8 LOT 2023-205, 03 & 05A, KEMBANGAN SELATAN, KEMBANGAN, KOTA ADM.JAKARTA BARAT, DKI JAKARTA 11610",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Sempurna Elektrika,buyer,28855237085000,IDN,4,,RUKO DUTA INDAH ALPHA B/19 RT.007 RW.011 KEL.KALIDERES KEC.KALIDERES JAKARTA BARAT DKI JAKARTA RAYA,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Perkasa Adi Daya Indonesia,buyer,313777013604000,IDN,4,,PASAR MODERN PUNCAK PERMAI TOKO JL RAYA DARMO PERMAI 3 NO. 67 RT.005 RW.003 SUKOMANUNGGAL KOTA SURABAYA,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Hitech Solution Power System,buyer,730584570416000,IDN,4,,"BANJAR WIJAYA RUKO, A, 37, PORIS PLAWAD INDAH, CIPONDOH, KOTA TANGERANG, BANTEN, 15141",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Chiyoda International Indonesia (Cii),buyer,10691368058000,IDN,4,,"JL. ASIA AFRIKA BLOK 00 NO. 08, RT:000/RW:000 Kel. GELORA, Kec. TANAH ABANG, Kota/Kab JAKARTA PUSAT DKI JAKARTA 10270",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Sansan Saudaratex Jaya,buyer,12805941421000,IDN,4,,"JL CIBALIGO, 33, CIBEUREUM, CIMAHI SELATAN, KOTA CIMAHI, JAWA BARAT, 40535",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Duta Makmur Mulya,buyer,21656269431000,IDN,4,,JL TUPAREV NO. 396 C KARAWANG TIMUR - KARAWANG JAWA BARAT,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Multi Daya Mitra,buyer,317398881619000,IDN,4,,"JL. MANYAR AIRDAS 15, MANYAR SABRANGAN, MULYOREJO, KOTA SURABAYA, JAWA TIMUR 60116",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Galaxi Data Indonesia,buyer,702239872036000,IDN,4,,"JL ROSELA I, FF, 11, WIJAYA KUSUMA, GROGOL, PETAMBURAN, KOTA ADM. JAKARTA BARAT, DKI JAKARTA, 11460",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Aura Pratama,buyer,27341072443000,IDN,4,,PERUM JAYA ASRI II A-4 RT002 RW012 JAYAWARAS - TEROGONG KIDUL GARUT - JAWA BARAT,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Karyabhakti Manunggal,buyer,14598874517000,IDN,4,,"JL SULTAN AGUNG, 83, GAJAHMUNGKUR, GAJAHMUNGKUR, KOTA SEMARANG, JAWA TENGAH, 50232",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Viktori Profindo Automation,buyer,28261238606000,IDN,4,,"PERUMAHAN GALAXI BUMI PERMAI BLOK J 1 NO 12 A, SEMOLOWARU, SUKOLILO, KOTA SURABAYA, JAWA TIMUR, 60119",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Sari Pacific,buyer,14605059721000,IDN,4,,JL. JEND.AHMAD YANI NO. 19 RT.003 KLANDASAN ILIR - BALIKPAPAN KOTA BALIKPAPAN - KALIMANTAN TIMUR 76113,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Tunas Baru Djaya,buyer,21585666522000,IDN,4,,"JL S. PARMAN NO 13 RT.004 RW.001 SIDANEGARA, CILACAP TENGAH, CILACAP",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Ksb Indonesia,buyer,10707578055000,IDN,4,,"JL TIMOR BLOK D2-1 KAWASAN INDUSTRI MM 2100, MEKARWANGI, CIKARANG BARAT, KAB. BEKASI, JAWA BARAT, 17530",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Global Invacom Indonesia,buyer,922621685011000,IDN,4,,"GEDUNG DBS TOWER LT. 28 ROOM 2833, JL. PROF DR SATRIO KAV 3-5 RT.018 RW.004, KARET KUNINGAN SETIABUDI KOTA ADM.JAKARTA SELATAN DKI JAKARTA 12940",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Dong Jin Textile Indonesia,buyer,816889935061000,IDN,4,,ARTHA INDUSTRIAL HILL JL TRANS HEKSA A1 NO.6 WANAJAYA TELUKJAMBE BARAT KAB. KARAWANG JAWA BARAT,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Waky Ihsan Mufitama,buyer,409598810413000,IDN,4,,"PERUMAHAAN CIKARANG BARU JALAN BERUANG XIIC/NOMOR 14, JAYAMUKTI, CIKARANG PUSAT KAB.BEKASI JAWA BARAT",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Anixter Indonesia,buyer,314691379074000,IDN,4,,"GEDUNG MENARA HIJAU LANTAI 9 JL MT HARYONO KAV 33 CIKOKO, PANCORAN KOTA ADM.JAKARTA SELATAN DKI JAKARTA",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Delta Jaya Engineering,buyer,702597360643000,IDN,4,,"JL JAWA, 116-118, WADUNGASIH, BUDURAN, KAB.SIDOARJO, JAWA TIMUR, 61252",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Inti Teknindo Pratama,buyer,839412566411000,IDN,4,,"BSD TAMAN CHRYSANT 1 BLOK I 4/5 SEKTOR XII RT 007 RW 014, RAWA BUNTU , SERPONG , KOTA TANGERANG SELATAN BANTEN",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Anugerah Indofood Barokah Makmur,buyer,315763284071000,IDN,4,,Gedung Chase Plaza Lt. 11 JL. Jend Sudirman Kav 21 Blok 000 No.000 RT:000 RW:000 Kel.Karet Kec.Setiabudi Kota/Kab.Jakarta Selatan DKI Jakarta 12920,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Senator International Indonesia,buyer,21944814058000,IDN,4,,Secure Building Gedung A Lantai 1 Blok 000 No.000 RT:000 RW:000 Kel.Halim Perdana Kusuma Kec.Makasar Kota/Kab.Jakarta Timur DKI Jakarta 13610,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Fico Indo Rekayasa,buyer,33291709407000,IDN,4,,"Rukan Sinpasa, Summarecon Bekasi Blok B No.30 RT:000 RW:000 Kel.Marga Mulya Kec.Bekasi Utara Kota/Kab.Kota Bekasi Jawa Barat 17142",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Caterlindo,buyer,18245100055000,IDN,4,,JL. INDUSTRI TROSOBO Blok 000 No.18 RT:005 RW:005 Kel.TAMAN Kec.TAMAN Kota/Kab.SIDOARJO JAWA TIMUR 61257,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Nego Electrindo,buyer,15607906027000,IDN,4,,RUKO MEGA GROSIR CEMPAKA MAS Blok I No.20-22 RT:000 RW:000 Kel.SUMUR BATU Kec.KEMAYORAN Kota/Kab.JAKARTA PUSAT DKI JAKARTA 10640,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Kyoritsu Electric Indonesia,buyer,317124881413000,IDN,4,,Gedung Cikarang Technopark Lt.2 Jl. Inti 1. Lippo Cikarang Blok C1 No.7 RT:000 RW:000 Kel.Cibatu Kec.Cikarang Selatan Kota/Kab.Bekasi Jawa Barat 17550,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Anugerah Samudra Indomakmur,buyer,31888589018000,IDN,4,,"WISMA INDOCEMENT LT. MEZZANINE, JL. JENDERAL SUDIRMAN KAV 70-71, Blok 000 No.000 RT:000 RW:000 Kel.SETIABUDI Kec.SETIABUDI Kota/Kab.JAKARTA SELATAN DKI JAKARTA 12910",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Angkasa Raya Teknik,buyer,25643099444000,IDN,4,,PUSPA KENCANA 2 B BUMI PANYAWANGAN Blok 000 No.000 RT:000 RW:000 Kel.CIMEKAR Kec.CILEUNYI Kota/Kab.BANDUNG JAWA BARAT 40623,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Jakarta Strategic Consulting,buyer,314273525015000,IDN,4,,JL. KH. ABDULLAH SYAFI'IE (LAPANGAN ROOS RAYA) Blok 000 No.5 RT:000 RW:000 Kel.BUKIT DURI Kec.TEBET Kota/Kab.JAKARTA SELATAN DKI JAKARTA 12840,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Mandiri Steel,buyer,758888002604000,IDN,4,,DARMO HARAPAN EH Blok 000 No.27 RT:007 RW:004 Kel.TANJUNGSARI Kec.SUKOMANUNGGAL Kota/Kab.SURABAYA JAWA TIMUR 60187,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Alsita Pratama,buyer,15708324013000,IDN,4,,JL. BENDUNGAN JAGO RAYA I Blok 000 No.000 RT:005 RW:003 Kel.SERDANG Kec.KEMAYORAN Kota/Kab.JAKARTA PUSAT DKI JAKARTA 10650,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Infimedia Solusi Pratama,buyer,23815376412000,IDN,4,,PESONA DEPOK II Blok BA No.11 RT:004 RW:026 Kel.MEKARJAYA Kec.SUKMAJAYA Kota/Kab.DEPOK JAWABARAT 16411,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Solusi Indosistem Otomat,buyer,19741222432000,IDN,4,,RUKO BBOUGENVILLE Blok A No.000 RT:007 RW:015 Kel.JATIBENING Kec.PONDOKGEDE Kota/Kab.BEKASI JAWA BARAT 17412,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Smartadeco Indonesia,buyer,31946262444000,IDN,4,,Villa Bukit Mas BL Baru BJ Konen Blok 000 No.004 RT:003 RW:018 Kel.Cibeunying Kec.Cimenyan Kota/Kab.Bandung Jawa Barat 40197,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Multi Cipta Kreasi,buyer,315732313417000,IDN,4,,JL. LINGKAR SELATAN KAV. PENGGANTI Blok A No.05 RT:005 RW:006 Kel.KEDALEMAN Kec.CIBEBER Kota/Kab.CILEGON BANTEN 42422,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Ateja Tritunggal,buyer,14946123441000,IDN,4,,"JL. RAYA BATUJAJAR KM. 2,8 Blok 000 No.000 RT:004 RW:004 Kel.LAKSANAMEKAR Kec.PADALARANG Kota/Kab.BANDUNG BARAT JAWA BARAT 00000",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Djaya Bersama,buyer,19093087015000,IDN,4,,JL PROF DR SOEPOMO Blok 000 No.21 RT:000 RW:000 Kel.PANCORAN Kec.TEBET Kota/Kab.JAKARTA SELATAN DKI JAKARTA 12780,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
